지역구,지역동,업종,점포수,,,,,,,,,,,,,,,,
중구,청구동,미용실,21,,,,,,,,,,,,,,,,
중구,신당5동,미용실,25,,,,,,,,,,,,,,,,
중구,동화동,미용실,31,,,,,,,,,,,,,,,,
중구,황학동,미용실,29,,,,,,,,,,,,,,,,
중구,중림동,미용실,20,,,,,,,,,,,,,,,,
용산구,후암동,미용실,24,,,,,,,,,,,,,,,,
용산구,용산2가동,미용실,23,,,,,,,,,,,,,,,,
용산구,남영동,미용실,24,,,,,,,,,,,,,,,,
용산구,청파동,미용실,46,,,,,,,,,,,,,,,,
용산구,원효로1동,미용실,24,,,,,,,,,,,,,,,,
용산구,원효로2동,미용실,19,,,,,,,,,,,,,,,,
용산구,효창동,미용실,7,,,,,,,,,,,,,,,,
용산구,용문동,미용실,30,,,,,,,,,,,,,,,,
용산구,한강로동,미용실,42,,,,,,,,,,,,,,,,
용산구,이촌1동,미용실,39,,,,,,,,,,,,,,,,
용산구,이촌2동,미용실,8,,,,,,,,,,,,,,,,
용산구,이태원1동,미용실,23,,,,,,,,,,,,,,,,
용산구,이태원2동,미용실,21,,,,,,,,,,,,,,,,
용산구,한남동,미용실,46,,,,,,,,,,,,,,,,
용산구,서빙고동,미용실,12,,,,,,,,,,,,,,,,
용산구,보광동,미용실,37,,,,,,,,,,,,,,,,
성동구,왕십리2동,미용실,33,,,,,,,,,,,,,,,,
성동구,왕십리도선동,미용실,64,,,,,,,,,,,,,,,,
성동구,마장동,미용실,31,,,,,,,,,,,,,,,,
성동구,사근동,미용실,29,,,,,,,,,,,,,,,,
성동구,행당1동,미용실,40,,,,,,,,,,,,,,,,
성동구,행당2동,미용실,26,,,,,,,,,,,,,,,,
성동구,응봉동,미용실,14,,,,,,,,,,,,,,,,
성동구,금호1가동,미용실,26,,,,,,,,,,,,,,,,
성동구,금호2.3가동,미용실,56,,,,,,,,,,,,,,,,
성동구,금호4가동,미용실,24,,,,,,,,,,,,,,,,
성동구,옥수동,미용실,35,,,,,,,,,,,,,,,,
성동구,성수1가1동,미용실,24,,,,,,,,,,,,,,,,
성동구,성수1가2동,미용실,32,,,,,,,,,,,,,,,,
성동구,성수2가1동,미용실,39,,,,,,,,,,,,,,,,
성동구,성수2가3동,미용실,21,,,,,,,,,,,,,,,,
성동구,송정동,미용실,21,,,,,,,,,,,,,,,,
성동구,용답동,미용실,28,,,,,,,,,,,,,,,,
광진구,화양동,미용실,77,,,,,,,,,,,,,,,,
광진구,군자동,미용실,58,,,,,,,,,,,,,,,,
광진구,중곡1동,미용실,46,,,,,,,,,,,,,,,,
광진구,중곡2동,미용실,65,,,,,,,,,,,,,,,,
광진구,중곡3동,미용실,55,,,,,,,,,,,,,,,,
광진구,중곡4동,미용실,57,,,,,,,,,,,,,,,,
광진구,능동,미용실,16,,,,,,,,,,,,,,,,
광진구,광장동,미용실,40,,,,,,,,,,,,,,,,
광진구,자양1동,미용실,78,,,,,,,,,,,,,,,,
광진구,자양2동,미용실,59,,,,,,,,,,,,,,,,
광진구,자양3동,미용실,56,,,,,,,,,,,,,,,,
광진구,자양4동,미용실,47,,,,,,,,,,,,,,,,
광진구,구의1동,미용실,62,,,,,,,,,,,,,,,,
광진구,구의2동,미용실,45,,,,,,,,,,,,,,,,
광진구,구의3동,미용실,68,,,,,,,,,,,,,,,,
동대문구,용신동,미용실,49,,,,,,,,,,,,,,,,
동대문구,제기동,미용실,43,,,,,,,,,,,,,,,,
동대문구,전농1동,미용실,78,,,,,,,,,,,,,,,,
동대문구,전농2동,미용실,38,,,,,,,,,,,,,,,,
동대문구,답십리1동,미용실,39,,,,,,,,,,,,,,,,
동대문구,답십리2동,미용실,41,,,,,,,,,,,,,,,,
동대문구,장안1동,미용실,80,,,,,,,,,,,,,,,,
동대문구,장안2동,미용실,92,,,,,,,,,,,,,,,,
동대문구,청량리동,미용실,48,,,,,,,,,,,,,,,,
동대문구,회기동,미용실,33,,,,,,,,,,,,,,,,
동대문구,휘경1동,미용실,27,,,,,,,,,,,,,,,,
동대문구,휘경2동,미용실,27,,,,,,,,,,,,,,,,
동대문구,이문1동,미용실,53,,,,,,,,,,,,,,,,
동대문구,이문2동,미용실,30,,,,,,,,,,,,,,,,
중랑구,면목2동,미용실,63,,,,,,,,,,,,,,,,
중랑구,면목4동,미용실,39,,,,,,,,,,,,,,,,
중랑구,면목5동,미용실,24,,,,,,,,,,,,,,,,
중랑구,면목본동,미용실,80,,,,,,,,,,,,,,,,
중랑구,면목7동,미용실,48,,,,,,,,,,,,,,,,
중랑구,면목3.8동,미용실,73,,,,,,,,,,,,,,,,
중랑구,상봉1동,미용실,45,,,,,,,,,,,,,,,,
중랑구,상봉2동,미용실,42,,,,,,,,,,,,,,,,
중랑구,중화1동,미용실,46,,,,,,,,,,,,,,,,
중랑구,중화2동,미용실,59,,,,,,,,,,,,,,,,
중랑구,묵1동,미용실,64,,,,,,,,,,,,,,,,
중랑구,묵2동,미용실,57,,,,,,,,,,,,,,,,
중랑구,망우본동,미용실,81,,,,,,,,,,,,,,,,
중랑구,망우3동,미용실,42,,,,,,,,,,,,,,,,
중랑구,신내1동,미용실,50,,,,,,,,,,,,,,,,
중랑구,신내2동,미용실,33,,,,,,,,,,,,,,,,
성북구,성북동,미용실,26,,,,,,,,,,,,,,,,
성북구,삼선동,미용실,79,,,,,,,,,,,,,,,,
성북구,동선동,미용실,100,,,,,,,,,,,,,,,,
성북구,돈암1동,미용실,16,,,,,,,,,,,,,,,,
성북구,돈암2동,미용실,3,,,,,,,,,,,,,,,,
성북구,안암동,미용실,37,,,,,,,,,,,,,,,,
성북구,보문동,미용실,36,,,,,,,,,,,,,,,,
성북구,정릉1동,미용실,37,,,,,,,,,,,,,,,,
성북구,정릉2동,미용실,31,,,,,,,,,,,,,,,,
성북구,정릉3동,미용실,25,,,,,,,,,,,,,,,,
성북구,정릉4동,미용실,31,,,,,,,,,,,,,,,,
성북구,길음1동,미용실,33,,,,,,,,,,,,,,,,
성북구,길음2동,미용실,32,,,,,,,,,,,,,,,,
성북구,종암동,미용실,71,,,,,,,,,,,,,,,,
성북구,월곡1동,미용실,59,,,,,,,,,,,,,,,,
성북구,월곡2동,미용실,57,,,,,,,,,,,,,,,,
성북구,장위1동,미용실,35,,,,,,,,,,,,,,,,
성북구,장위2동,미용실,40,,,,,,,,,,,,,,,,
성북구,장위3동,미용실,26,,,,,,,,,,,,,,,,
성북구,석관동,미용실,77,,,,,,,,,,,,,,,,
강북구,삼양동,미용실,61,,,,,,,,,,,,,,,,
강북구,미아동,미용실,83,,,,,,,,,,,,,,,,
강북구,송중동,미용실,77,,,,,,,,,,,,,,,,
강북구,송천동,미용실,83,,,,,,,,,,,,,,,,
강북구,삼각산동,미용실,28,,,,,,,,,,,,,,,,
강북구,번1동,미용실,64,,,,,,,,,,,,,,,,
강북구,번2동,미용실,23,,,,,,,,,,,,,,,,
강북구,번3동,미용실,23,,,,,,,,,,,,,,,,
강북구,수유1동,미용실,48,,,,,,,,,,,,,,,,
강북구,수유2동,미용실,63,,,,,,,,,,,,,,,,
강북구,수유3동,미용실,83,,,,,,,,,,,,,,,,
강북구,우이동,미용실,27,,,,,,,,,,,,,,,,
강북구,인수동,미용실,64,,,,,,,,,,,,,,,,
도봉구,창1동,미용실,44,,,,,,,,,,,,,,,,
도봉구,창2동,미용실,66,,,,,,,,,,,,,,,,
도봉구,창3동,미용실,38,,,,,,,,,,,,,,,,
도봉구,창4동,미용실,31,,,,,,,,,,,,,,,,
도봉구,창5동,미용실,50,,,,,,,,,,,,,,,,
도봉구,도봉1동,미용실,49,,,,,,,,,,,,,,,,
도봉구,도봉2동,미용실,44,,,,,,,,,,,,,,,,
도봉구,쌍문1동,미용실,29,,,,,,,,,,,,,,,,
도봉구,쌍문2동,미용실,58,,,,,,,,,,,,,,,,
도봉구,쌍문3동,미용실,40,,,,,,,,,,,,,,,,
도봉구,쌍문4동,미용실,26,,,,,,,,,,,,,,,,
도봉구,방학1동,미용실,84,,,,,,,,,,,,,,,,
도봉구,방학2동,미용실,53,,,,,,,,,,,,,,,,
도봉구,방학3동,미용실,17,,,,,,,,,,,,,,,,
노원구,월계1동,미용실,45,,,,,,,,,,,,,,,,
노원구,월계2동,미용실,28,,,,,,,,,,,,,,,,
노원구,월계3동,미용실,24,,,,,,,,,,,,,,,,
노원구,공릉1동,미용실,102,,,,,,,,,,,,,,,,
노원구,공릉2동,미용실,70,,,,,,,,,,,,,,,,
노원구,하계1동,미용실,23,,,,,,,,,,,,,,,,
노원구,하계2동,미용실,16,,,,,,,,,,,,,,,,
노원구,중계본동,미용실,39,,,,,,,,,,,,,,,,
노원구,중계1동,미용실,38,,,,,,,,,,,,,,,,
노원구,중계4동,미용실,35,,,,,,,,,,,,,,,,
노원구,중계2.3동,미용실,41,,,,,,,,,,,,,,,,
노원구,상계1동,미용실,78,,,,,,,,,,,,,,,,
노원구,상계2동,미용실,92,,,,,,,,,,,,,,,,
노원구,상계3.4동,미용실,58,,,,,,,,,,,,,,,,
노원구,상계5동,미용실,68,,,,,,,,,,,,,,,,
노원구,상계6.7동,미용실,54,,,,,,,,,,,,,,,,
노원구,상계8동,미용실,18,,,,,,,,,,,,,,,,
노원구,상계9동,미용실,20,,,,,,,,,,,,,,,,
노원구,상계10동,미용실,16,,,,,,,,,,,,,,,,
은평구,녹번동,미용실,65,,,,,,,,,,,,,,,,
은평구,불광1동,미용실,49,,,,,,,,,,,,,,,,
은평구,불광2동,미용실,92,,,,,,,,,,,,,,,,
은평구,갈현1동,미용실,67,,,,,,,,,,,,,,,,
은평구,갈현2동,미용실,85,,,,,,,,,,,,,,,,
은평구,구산동,미용실,58,,,,,,,,,,,,,,,,
은평구,대조동,미용실,88,,,,,,,,,,,,,,,,
은평구,응암1동,미용실,65,,,,,,,,,,,,,,,,
은평구,응암2동,미용실,20,,,,,,,,,,,,,,,,
은평구,응암3동,미용실,88,,,,,,,,,,,,,,,,
은평구,역촌동,미용실,131,,,,,,,,,,,,,,,,
은평구,신사1동,미용실,61,,,,,,,,,,,,,,,,
은평구,신사2동,미용실,40,,,,,,,,,,,,,,,,
은평구,증산동,미용실,41,,,,,,,,,,,,,,,,
은평구,수색동,미용실,18,,,,,,,,,,,,,,,,
은평구,진관동,미용실,76,,,,,,,,,,,,,,,,
서대문구,천연동,미용실,24,,,,,,,,,,,,,,,,
서대문구,북아현동,미용실,20,,,,,,,,,,,,,,,,
서대문구,충현동,미용실,28,,,,,,,,,,,,,,,,
서대문구,신촌동,미용실,166,,,,,,,,,,,,,,,,
서대문구,연희동,미용실,76,,,,,,,,,,,,,,,,
서대문구,홍제1동,미용실,40,,,,,,,,,,,,,,,,
서대문구,홍제3동,미용실,32,,,,,,,,,,,,,,,,
서대문구,홍제2동,미용실,21,,,,,,,,,,,,,,,,
서대문구,홍은1동,미용실,42,,,,,,,,,,,,,,,,
서대문구,홍은2동,미용실,30,,,,,,,,,,,,,,,,
서대문구,남가좌1동,미용실,29,,,,,,,,,,,,,,,,
서대문구,남가좌2동,미용실,61,,,,,,,,,,,,,,,,
서대문구,북가좌1동,미용실,12,,,,,,,,,,,,,,,,
서대문구,북가좌2동,미용실,77,,,,,,,,,,,,,,,,
서대문구,아현동,미용실,60,,,,,,,,,,,,,,,,
서대문구,공덕동,미용실,62,,,,,,,,,,,,,,,,
서대문구,도화동,미용실,41,,,,,,,,,,,,,,,,
서대문구,용강동,미용실,31,,,,,,,,,,,,,,,,
서대문구,대흥동,미용실,52,,,,,,,,,,,,,,,,
서대문구,염리동,미용실,29,,,,,,,,,,,,,,,,
서대문구,신수동,미용실,35,,,,,,,,,,,,,,,,
서대문구,서강동,미용실,78,,,,,,,,,,,,,,,,
서대문구,서교동,미용실,297,,,,,,,,,,,,,,,,
서대문구,합정동,미용실,64,,,,,,,,,,,,,,,,
서대문구,망원1동,미용실,58,,,,,,,,,,,,,,,,
서대문구,망원2동,미용실,65,,,,,,,,,,,,,,,,
서대문구,연남동,미용실,61,,,,,,,,,,,,,,,,
서대문구,성산1동,미용실,25,,,,,,,,,,,,,,,,
서대문구,성산2동,미용실,47,,,,,,,,,,,,,,,,
서대문구,상암동,미용실,37,,,,,,,,,,,,,,,,
양천구,목1동,미용실,67,,,,,,,,,,,,,,,,
양천구,목2동,미용실,57,,,,,,,,,,,,,,,,
양천구,목3동,미용실,65,,,,,,,,,,,,,,,,
양천구,목4동,미용실,73,,,,,,,,,,,,,,,,
양천구,목5동,미용실,49,,,,,,,,,,,,,,,,
양천구,신월1동,미용실,61,,,,,,,,,,,,,,,,
양천구,신월2동,미용실,31,,,,,,,,,,,,,,,,
양천구,신월3동,미용실,35,,,,,,,,,,,,,,,,
양천구,신월4동,미용실,42,,,,,,,,,,,,,,,,
양천구,신월5동,미용실,34,,,,,,,,,,,,,,,,
양천구,신월6동,미용실,24,,,,,,,,,,,,,,,,
양천구,신월7동,미용실,53,,,,,,,,,,,,,,,,
양천구,신정1동,미용실,45,,,,,,,,,,,,,,,,
양천구,신정2동,미용실,53,,,,,,,,,,,,,,,,
양천구,신정3동,미용실,66,,,,,,,,,,,,,,,,
양천구,신정4동,미용실,110,,,,,,,,,,,,,,,,
양천구,신정6동,미용실,17,,,,,,,,,,,,,,,,
양천구,신정7동,미용실,45,,,,,,,,,,,,,,,,
강서구,염창동,미용실,56,,,,,,,,,,,,,,,,
강서구,등촌1동,미용실,44,,,,,,,,,,,,,,,,
강서구,등촌2동,미용실,28,,,,,,,,,,,,,,,,
강서구,등촌3동,미용실,46,,,,,,,,,,,,,,,,
강서구,화곡1동,미용실,113,,,,,,,,,,,,,,,,
강서구,화곡2동,미용실,36,,,,,,,,,,,,,,,,
강서구,화곡3동,미용실,65,,,,,,,,,,,,,,,,
강서구,화곡4동,미용실,56,,,,,,,,,,,,,,,,
강서구,화곡본동,미용실,52,,,,,,,,,,,,,,,,
강서구,화곡6동,미용실,48,,,,,,,,,,,,,,,,
강서구,화곡8동,미용실,60,,,,,,,,,,,,,,,,
강서구,가양1동,미용실,107,,,,,,,,,,,,,,,,
강서구,가양2동,미용실,17,,,,,,,,,,,,,,,,
강서구,가양3동,미용실,16,,,,,,,,,,,,,,,,
강서구,발산1동,미용실,81,,,,,,,,,,,,,,,,
강서구,우장산동,미용실,81,,,,,,,,,,,,,,,,
강서구,공항동,미용실,53,,,,,,,,,,,,,,,,
강서구,방화1동,미용실,102,,,,,,,,,,,,,,,,
강서구,방화2동,미용실,51,,,,,,,,,,,,,,,,
강서구,방화3동,미용실,25,,,,,,,,,,,,,,,,
구로구,신도림동,미용실,54,,,,,,,,,,,,,,,,
구로구,구로1동,미용실,21,,,,,,,,,,,,,,,,
구로구,구로2동,미용실,91,,,,,,,,,,,,,,,,
구로구,구로3동,미용실,53,,,,,,,,,,,,,,,,
구로구,구로4동,미용실,75,,,,,,,,,,,,,,,,
구로구,구로5동,미용실,55,,,,,,,,,,,,,,,,
구로구,가리봉동,미용실,35,,,,,,,,,,,,,,,,
구로구,고척1동,미용실,45,,,,,,,,,,,,,,,,
구로구,고척2동,미용실,65,,,,,,,,,,,,,,,,
구로구,개봉1동,미용실,70,,,,,,,,,,,,,,,,
구로구,개봉2동,미용실,66,,,,,,,,,,,,,,,,
구로구,개봉3동,미용실,57,,,,,,,,,,,,,,,,
구로구,오류1동,미용실,40,,,,,,,,,,,,,,,,
구로구,오류2동,미용실,62,,,,,,,,,,,,,,,,
구로구,수궁동,미용실,33,,,,,,,,,,,,,,,,
금천구,가산동,미용실,56,,,,,,,,,,,,,,,,
금천구,독산1동,미용실,80,,,,,,,,,,,,,,,,
금천구,독산2동,미용실,54,,,,,,,,,,,,,,,,
금천구,독산3동,미용실,84,,,,,,,,,,,,,,,,
금천구,독산4동,미용실,42,,,,,,,,,,,,,,,,
금천구,시흥1동,미용실,91,,,,,,,,,,,,,,,,
금천구,시흥2동,미용실,22,,,,,,,,,,,,,,,,
금천구,시흥3동,미용실,19,,,,,,,,,,,,,,,,
금천구,시흥4동,미용실,46,,,,,,,,,,,,,,,,
금천구,시흥5동,미용실,54,,,,,,,,,,,,,,,,
영등포구,영등포본동,미용실,24,,,,,,,,,,,,,,,,
영등포구,영등포동,미용실,75,,,,,,,,,,,,,,,,
영등포구,여의동,미용실,57,,,,,,,,,,,,,,,,
영등포구,당산1동,미용실,67,,,,,,,,,,,,,,,,
영등포구,당산2동,미용실,48,,,,,,,,,,,,,,,,
영등포구,도림동,미용실,46,,,,,,,,,,,,,,,,
영등포구,문래동,미용실,40,,,,,,,,,,,,,,,,
영등포구,양평1동,미용실,33,,,,,,,,,,,,,,,,
영등포구,양평2동,미용실,29,,,,,,,,,,,,,,,,
영등포구,신길1동,미용실,50,,,,,,,,,,,,,,,,
영등포구,신길3동,미용실,38,,,,,,,,,,,,,,,,
영등포구,신길4동,미용실,25,,,,,,,,,,,,,,,,
영등포구,신길5동,미용실,18,,,,,,,,,,,,,,,,
영등포구,신길6동,미용실,44,,,,,,,,,,,,,,,,
영등포구,신길7동,미용실,25,,,,,,,,,,,,,,,,
영등포구,대림1동,미용실,44,,,,,,,,,,,,,,,,
영등포구,대림2동,미용실,69,,,,,,,,,,,,,,,,
영등포구,대림3동,미용실,55,,,,,,,,,,,,,,,,
동작구,노량진1동,미용실,59,,,,,,,,,,,,,,,,
동작구,노량진2동,미용실,32,,,,,,,,,,,,,,,,
동작구,상도1동,미용실,68,,,,,,,,,,,,,,,,
동작구,상도2동,미용실,50,,,,,,,,,,,,,,,,
동작구,상도3동,미용실,59,,,,,,,,,,,,,,,,
동작구,상도4동,미용실,36,,,,,,,,,,,,,,,,
동작구,흑석동,미용실,66,,,,,,,,,,,,,,,,
동작구,사당1동,미용실,53,,,,,,,,,,,,,,,,
동작구,사당2동,미용실,59,,,,,,,,,,,,,,,,
동작구,사당3동,미용실,37,,,,,,,,,,,,,,,,
동작구,사당4동,미용실,35,,,,,,,,,,,,,,,,
동작구,사당5동,미용실,25,,,,,,,,,,,,,,,,
동작구,대방동,미용실,47,,,,,,,,,,,,,,,,
동작구,신대방1동,미용실,47,,,,,,,,,,,,,,,,
동작구,신대방2동,미용실,44,,,,,,,,,,,,,,,,
관악구,보라매동,미용실,55,,,,,,,,,,,,,,,,
관악구,청림동,미용실,29,,,,,,,,,,,,,,,,
관악구,성현동,미용실,31,,,,,,,,,,,,,,,,
관악구,행운동,미용실,73,,,,,,,,,,,,,,,,
관악구,낙성대동,미용실,29,,,,,,,,,,,,,,,,
관악구,청룡동,미용실,80,,,,,,,,,,,,,,,,
관악구,은천동,미용실,56,,,,,,,,,,,,,,,,
관악구,중앙동,미용실,47,,,,,,,,,,,,,,,,
관악구,인헌동,미용실,45,,,,,,,,,,,,,,,,
관악구,남현동,미용실,32,,,,,,,,,,,,,,,,
관악구,서원동,미용실,32,,,,,,,,,,,,,,,,
관악구,신원동,미용실,37,,,,,,,,,,,,,,,,
관악구,서림동,미용실,25,,,,,,,,,,,,,,,,
관악구,신사동,미용실,77,,,,,,,,,,,,,,,,
관악구,신림동,미용실,67,,,,,,,,,,,,,,,,
관악구,난향동,미용실,15,,,,,,,,,,,,,,,,
관악구,조원동,미용실,55,,,,,,,,,,,,,,,,
관악구,대학동,미용실,55,,,,,,,,,,,,,,,,
관악구,삼성동,미용실,31,,,,,,,,,,,,,,,,
관악구,미성동,미용실,59,,,,,,,,,,,,,,,,
관악구,난곡동,미용실,48,,,,,,,,,,,,,,,,
서초구,서초1동,미용실,45,,,,,,,,,,,,,,,,
서초구,서초2동,미용실,62,,,,,,,,,,,,,,,,
서초구,서초3동,미용실,63,,,,,,,,,,,,,,,,
서초구,서초4동,미용실,51,,,,,,,,,,,,,,,,
서초구,잠원동,미용실,47,,,,,,,,,,,,,,,,
서초구,반포본동,미용실,23,,,,,,,,,,,,,,,,
서초구,반포1동,미용실,55,,,,,,,,,,,,,,,,
서초구,반포2동,미용실,19,,,,,,,,,,,,,,,,
서초구,반포3동,미용실,22,,,,,,,,,,,,,,,,
서초구,반포4동,미용실,39,,,,,,,,,,,,,,,,
서초구,방배본동,미용실,59,,,,,,,,,,,,,,,,
서초구,방배1동,미용실,54,,,,,,,,,,,,,,,,
서초구,방배2동,미용실,51,,,,,,,,,,,,,,,,
서초구,방배3동,미용실,29,,,,,,,,,,,,,,,,
서초구,방배4동,미용실,66,,,,,,,,,,,,,,,,
서초구,양재1동,미용실,60,,,,,,,,,,,,,,,,
서초구,양재2동,미용실,42,,,,,,,,,,,,,,,,
서초구,내곡동,미용실,10,,,,,,,,,,,,,,,,
강남구,신사동,미용실,125,,,,,,,,,,,,,,,,
강남구,논현1동,미용실,137,,,,,,,,,,,,,,,,
강남구,논현2동,미용실,91,,,,,,,,,,,,,,,,
강남구,압구정동,미용실,177,,,,,,,,,,,,,,,,
강남구,청담동,미용실,212,,,,,,,,,,,,,,,,
강남구,삼성1동,미용실,34,,,,,,,,,,,,,,,,
강남구,삼성2동,미용실,79,,,,,,,,,,,,,,,,
강남구,대치1동,미용실,39,,,,,,,,,,,,,,,,
강남구,대치2동,미용실,68,,,,,,,,,,,,,,,,
강남구,대치4동,미용실,95,,,,,,,,,,,,,,,,
강남구,역삼1동,미용실,218,,,,,,,,,,,,,,,,
강남구,역삼2동,미용실,45,,,,,,,,,,,,,,,,
강남구,도곡1동,미용실,44,,,,,,,,,,,,,,,,
강남구,도곡2동,미용실,29,,,,,,,,,,,,,,,,
강남구,개포1동,미용실,14,,,,,,,,,,,,,,,,
강남구,개포2동,미용실,30,,,,,,,,,,,,,,,,
강남구,개포4동,미용실,36,,,,,,,,,,,,,,,,
강남구,세곡동,미용실,29,,,,,,,,,,,,,,,,
강남구,일원본동,미용실,29,,,,,,,,,,,,,,,,
강남구,일원1동,미용실,29,,,,,,,,,,,,,,,,
강남구,일원2동,미용실,11,,,,,,,,,,,,,,,,
강남구,수서동,미용실,23,,,,,,,,,,,,,,,,
송파구,풍납1동,미용실,30,,,,,,,,,,,,,,,,
송파구,풍납2동,미용실,34,,,,,,,,,,,,,,,,
송파구,거여1동,미용실,33,,,,,,,,,,,,,,,,
송파구,거여2동,미용실,35,,,,,,,,,,,,,,,,
송파구,마천1동,미용실,38,,,,,,,,,,,,,,,,
송파구,마천2동,미용실,52,,,,,,,,,,,,,,,,
송파구,방이1동,미용실,35,,,,,,,,,,,,,,,,
송파구,방이2동,미용실,49,,,,,,,,,,,,,,,,
송파구,오륜동,미용실,12,,,,,,,,,,,,,,,,
송파구,오금동,미용실,69,,,,,,,,,,,,,,,,
송파구,송파1동,미용실,79,,,,,,,,,,,,,,,,
송파구,송파2동,미용실,46,,,,,,,,,,,,,,,,
송파구,석촌동,미용실,86,,,,,,,,,,,,,,,,
송파구,삼전동,미용실,88,,,,,,,,,,,,,,,,
송파구,가락본동,미용실,65,,,,,,,,,,,,,,,,
송파구,가락1동,미용실,19,,,,,,,,,,,,,,,,
송파구,가락2동,미용실,85,,,,,,,,,,,,,,,,
송파구,문정1동,미용실,61,,,,,,,,,,,,,,,,
송파구,문정2동,미용실,63,,,,,,,,,,,,,,,,
송파구,장지동,미용실,53,,,,,,,,,,,,,,,,
송파구,위례동,미용실,30,,,,,,,,,,,,,,,,
송파구,잠실본동,미용실,106,,,,,,,,,,,,,,,,
송파구,잠실2동,미용실,41,,,,,,,,,,,,,,,,
송파구,잠실3동,미용실,38,,,,,,,,,,,,,,,,
송파구,잠실4동,미용실,19,,,,,,,,,,,,,,,,
송파구,잠실6동,미용실,36,,,,,,,,,,,,,,,,
송파구,잠실7동,미용실,9,,,,,,,,,,,,,,,,
강동구,강일동,미용실,26,,,,,,,,,,,,,,,,
강동구,상일동,미용실,21,,,,,,,,,,,,,,,,
강동구,명일1동,미용실,80,,,,,,,,,,,,,,,,
강동구,명일2동,미용실,37,,,,,,,,,,,,,,,,
강동구,고덕1동,미용실,27,,,,,,,,,,,,,,,,
강동구,고덕2동,미용실,33,,,,,,,,,,,,,,,,
강동구,암사1동,미용실,98,,,,,,,,,,,,,,,,
강동구,암사2동,미용실,32,,,,,,,,,,,,,,,,
강동구,암사3동,미용실,26,,,,,,,,,,,,,,,,
강동구,천호1동,미용실,63,,,,,,,,,,,,,,,,
강동구,천호2동,미용실,87,,,,,,,,,,,,,,,,
강동구,천호3동,미용실,65,,,,,,,,,,,,,,,,
강동구,성내1동,미용실,35,,,,,,,,,,,,,,,,
강동구,성내2동,미용실,86,,,,,,,,,,,,,,,,
강동구,성내3동,미용실,89,,,,,,,,,,,,,,,,
강동구,길동,미용실,132,,,,,,,,,,,,,,,,
강동구,둔촌1동,미용실,2,,,,,,,,,,,,,,,,
강동구,둔촌2동,미용실,64,,,,,,,,,,,,,,,,
종로구,청운효자동,한식음식점,74,,,,,,,,,,,,,,,,
종로구,사직동,한식음식점,380,,,,,,,,,,,,,,,,
종로구,삼청동,한식음식점,63,,,,,,,,,,,,,,,,
종로구,부암동,한식음식점,38,,,,,,,,,,,,,,,,
종로구,평창동,한식음식점,58,,,,,,,,,,,,,,,,
종로구,무악동,한식음식점,12,,,,,,,,,,,,,,,,
종로구,교남동,한식음식점,37,,,,,,,,,,,,,,,,
종로구,가회동,한식음식점,80,,,,,,,,,,,,,,,,
종로구,종로1.2.3.4가동,한식음식점,1023,,,,,,,,,,,,,,,,
종로구,종로5.6가동,한식음식점,303,,,,,,,,,,,,,,,,
종로구,이화동,한식음식점,110,,,,,,,,,,,,,,,,
종로구,혜화동,한식음식점,206,,,,,,,,,,,,,,,,
종로구,창신1동,한식음식점,94,,,,,,,,,,,,,,,,
종로구,창신2동,한식음식점,58,,,,,,,,,,,,,,,,
종로구,창신3동,한식음식점,10,,,,,,,,,,,,,,,,
종로구,숭인1동,한식음식점,20,,,,,,,,,,,,,,,,
종로구,숭인2동,한식음식점,108,,,,,,,,,,,,,,,,
중구,소공동,한식음식점,330,,,,,,,,,,,,,,,,
중구,회현동,한식음식점,272,,,,,,,,,,,,,,,,
중구,명동,한식음식점,520,,,,,,,,,,,,,,,,
중구,필동,한식음식점,180,,,,,,,,,,,,,,,,
중구,장충동,한식음식점,67,,,,,,,,,,,,,,,,
중구,광희동,한식음식점,346,,,,,,,,,,,,,,,,
중구,을지로동,한식음식점,291,,,,,,,,,,,,,,,,
중구,신당동,한식음식점,128,,,,,,,,,,,,,,,,
중구,다산동,한식음식점,91,,,,,,,,,,,,,,,,
중구,약수동,한식음식점,56,,,,,,,,,,,,,,,,
중구,청구동,한식음식점,38,,,,,,,,,,,,,,,,
중구,신당5동,한식음식점,117,,,,,,,,,,,,,,,,
중구,동화동,한식음식점,49,,,,,,,,,,,,,,,,
중구,황학동,한식음식점,143,,,,,,,,,,,,,,,,
중구,중림동,한식음식점,105,,,,,,,,,,,,,,,,
용산구,후암동,한식음식점,78,,,,,,,,,,,,,,,,
용산구,용산2가동,한식음식점,39,,,,,,,,,,,,,,,,
용산구,남영동,한식음식점,209,,,,,,,,,,,,,,,,
용산구,청파동,한식음식점,142,,,,,,,,,,,,,,,,
용산구,원효로1동,한식음식점,160,,,,,,,,,,,,,,,,
용산구,원효로2동,한식음식점,47,,,,,,,,,,,,,,,,
용산구,효창동,한식음식점,21,,,,,,,,,,,,,,,,
용산구,용문동,한식음식점,53,,,,,,,,,,,,,,,,
용산구,한강로동,한식음식점,313,,,,,,,,,,,,,,,,
용산구,이촌1동,한식음식점,66,,,,,,,,,,,,,,,,
용산구,이촌2동,한식음식점,17,,,,,,,,,,,,,,,,
용산구,이태원1동,한식음식점,106,,,,,,,,,,,,,,,,
용산구,이태원2동,한식음식점,50,,,,,,,,,,,,,,,,
용산구,한남동,한식음식점,193,,,,,,,,,,,,,,,,
용산구,서빙고동,한식음식점,29,,,,,,,,,,,,,,,,
